symbol,_tickSize,qty,buyPrice,sellPrice,boughtTimestamp,soldTimestamp,duration,pnl,tradeNumber,cummulative
NQH5,0.25,1,21876,21884,1/31/2025 11:06,1/31/2025 11:05,-62sec,$160.00 ,220,"$6,560.00 "
NQH5,0.25,1,21900,21892,1/31/2025 11:10,1/31/2025 11:10,46sec,($160.00),221,"$6,400.00 "
NQH5,0.25,1,21904,21904,1/31/2025 11:12,1/31/2025 11:13,51sec,$0.00 ,222,"$6,400.00 "
NQH5,0.25,1,21908,21900,1/31/2025 11:18,1/31/2025 11:17,-24sec,($160.00),223,"$6,240.00 "
NQH5,0.25,1,21904,21900,1/31/2025 11:19,1/31/2025 11:19,20sec,($80.00),224,"$6,160.00 "
NQH5,0.25,1,21916,21912,1/31/2025 11:22,1/31/2025 11:24,1min 40sec,($80.00),225,"$6,080.00 "
NQH5,0.25,1,21920,21924,1/31/2025 11:39,1/31/2025 11:35,-273sec,$80.00 ,226,"$6,160.00 "
NQH5,0.25,1,21920,21916,1/31/2025 11:49,1/31/2025 11:40,-553sec,($80.00),227,"$6,080.00 "
NQH5,0.25,1,21916,21912,1/31/2025 12:03,1/31/2025 11:57,-363sec,($80.00),228,"$6,000.00 "
NQH5,0.25,1,21852,21864,1/31/2025 12:20,1/31/2025 12:20,41sec,$240.00 ,229,"$6,240.00 "
NQH5,0.25,1,21852,21852,1/31/2025 12:21,1/31/2025 12:21,-14sec,$0.00 ,230,"$6,240.00 "
NQH5,0.25,1,21868,21872,1/31/2025 12:22,1/31/2025 12:22,43sec,$80.00 ,231,"$6,320.00 "
NQH5,0.25,1,21844,21856,1/31/2025 12:24,1/31/2025 12:23,-59sec,$240.00 ,232,"$6,560.00 "
NQH5,0.25,1,21816,21828,1/31/2025 12:26,1/31/2025 12:26,-8sec,$240.00 ,233,"$6,800.00 "
NQH5,0.25,1,21836,21836,1/31/2025 12:27,1/31/2025 12:28,59sec,$0.00 ,234,"$6,800.00 "
NQH5,0.25,1,21808,21812,1/31/2025 12:30,1/31/2025 12:30,0sec,$80.00 ,235,"$6,880.00 "
NQH5,0.25,1,21824,21812,1/31/2025 12:32,1/31/2025 12:32,10sec,($240.00),236,"$6,640.00 "
NQH5,0.25,1,21756,21796,1/31/2025 12:34,1/31/2025 12:33,-82sec,$800.00 ,237,"$7,440.00 "
NQH5,0.25,1,21768,21768,1/31/2025 12:35,1/31/2025 12:35,22sec,$0.00 ,238,"$7,440.00 "
NQH5,0.25,1,21744,21752,1/31/2025 12:37,1/31/2025 12:37,-25sec,$160.00 ,239,"$7,600.00 "
NQH5,0.25,1,21760,21760,1/31/2025 12:38,1/31/2025 12:39,55sec,$0.00 ,240,"$7,600.00 "
NQH5,0.25,1,21784,21784,1/31/2025 12:42,1/31/2025 12:42,-33sec,$0.00 ,241,"$7,600.00 "
NQH5,0.25,1,21772,21764,1/31/2025 12:45,1/31/2025 12:46,1min 1sec,($160.00),242,"$7,440.00 "
NQH5,0.25,1,21776,21764,1/31/2025 12:49,1/31/2025 12:49,-21sec,($240.00),243,"$7,200.00 "
NQH5,0.25,1,21772,21764,1/31/2025 12:52,1/31/2025 12:51,-43sec,($160.00),244,"$7,040.00 "
NQH5,0.25,1,21736,21756,1/31/2025 12:54,1/31/2025 12:55,1min 0sec,$400.00 ,245,"$7,440.00 "
NQH5,0.25,1,21756,21748,1/31/2025 12:59,1/31/2025 12:59,-50sec,($160.00),246,"$7,280.00 "
NQH5,0.25,1,21764,21780,1/31/2025 13:01,1/31/2025 13:02,54sec,$320.00 ,247,"$7,600.00 "
NQH5,0.25,1,21736,21752,1/31/2025 13:03,1/31/2025 13:02,-17sec,$320.00 ,248,"$7,920.00 "
NQH5,0.25,1,21748,21740,1/31/2025 13:03,1/31/2025 13:04,25sec,($160.00),249,"$7,760.00 "
NQH5,0.25,1,21744,21732,1/31/2025 13:04,1/31/2025 13:04,-11sec,($240.00),250,"$7,520.00 "
NQH5,0.25,1,21716,21732,1/31/2025 13:06,1/31/2025 13:05,-24sec,$320.00 ,251,"$7,840.00 "
NQH5,0.25,1,21700,21700,1/31/2025 13:27,1/31/2025 13:27,0sec,$0.00 ,252,"$7,840.00 "
NQH5,0.25,1,21716,21712,1/31/2025 13:28,1/31/2025 13:28,-2sec,($80.00),253,"$7,760.00 "
NQH5,0.25,1,21716,21728,1/31/2025 13:30,1/31/2025 13:31,1min 16sec,$240.00 ,254,"$8,000.00 "
NQH5,0.25,1,21716,21708,1/31/2025 13:32,1/31/2025 13:32,-27sec,($160.00),255,"$7,840.00 "
NQH5,0.25,1,21732,21720,1/31/2025 13:34,1/31/2025 13:35,32sec,($240.00),256,"$7,600.00 "
NQH5,0.25,1,21676,21664,1/31/2025 13:41,1/31/2025 13:42,13sec,($240.00),257,"$7,360.00 "
NQH5,0.25,1,21644,21648,1/31/2025 13:43,1/31/2025 13:43,0sec,$80.00 ,258,"$7,440.00 "
NQH5,0.25,1,21628,21636,1/31/2025 13:53,1/31/2025 13:53,-28sec,$160.00 ,259,"$7,600.00 "
NQH5,0.25,1,21652,21668,1/31/2025 13:54,1/31/2025 13:55,38sec,$320.00 ,260,"$7,920.00 "
NQH5,0.25,1,21660,21656,1/31/2025 13:58,1/31/2025 13:57,-60sec,($80.00),261,"$7,840.00 "
NQH5,0.25,1,21676,21664,1/31/2025 13:58,1/31/2025 13:59,42sec,($240.00),262,"$7,600.00 "
